wind,timestamp,rain_1h,humidity,datetime,local_soil_humidity,local_soil_temperature,temp,cloud,is_test
6.7,1603809242.8177052,0,87,2020-10-27 14:34:02.817715+00:00,,12.89340877532959,13.04000000000002,75,False
5.7,1603812845.3764815,0,87,2020-10-27 15:34:05.376500+00:00,,13.508099555969238,13.650000000000034,90,False
4.6,1603816446.517474,0,87,2020-10-27 16:34:06.517495+00:00,,13.924724578857422,12.879999999999995,100,False
4.6,1603820047.8725734,0,82,2020-10-27 17:34:07.872590+00:00,,13.398821830749512,11.870000000000005,100,False
5.1,1603823649.0314693,0,76,2020-10-27 18:34:09.031483+00:00,,12.709000587463379,11.0,0,False
7.2,1603827251.9451747,0,71,2020-10-27 19:34:11.945197+00:00,,12.114798545837402,10.340000000000032,0,False
3.6,1603830860.3761795,0,76,2020-10-27 20:34:20.376193+00:00,,11.664024353027344,9.610000000000014,40,False
4.6,1603834461.6191626,0,76,2020-10-27 21:34:21.619184+00:00,,11.165441513061523,9.360000000000014,20,False
5.1,1603838062.8071315,0,71,2020-10-27 22:34:22.807153+00:00,,10.994693756103516,9.240000000000009,20,False
4.81,1603841663.9803405,0,88,2020-10-27 23:34:23.980362+00:00,,10.912734985351562,8.830000000000041,0,False
4.1,1603845265.2059543,0,71,2020-10-28 00:34:25.205968+00:00,,10.632708549499512,9.010000000000048,0,False
3.6,1603848866.4070163,0,76,2020-10-28 01:34:26.407034+00:00,,10.755647659301758,9.010000000000048,1,False
3.6,1603852467.611465,0,76,2020-10-28 02:34:27.611475+00:00,,10.755647659301758,9.07000000000005,20,False
6.2,1603856068.6829867,0,71,2020-10-28 03:34:28.683004+00:00,,10.796627044677734,8.760000000000048,26,False
4.1,1603859669.8427978,0,76,2020-10-28 04:34:29.842814+00:00,,10.58489990234375,8.700000000000045,25,False
3.6,1603863271.0942051,0,81,2020-10-28 05:34:31.094227+00:00,,10.543920516967773,8.400000000000034,26,False
3.1,1603866872.3339205,0,81,2020-10-28 06:34:32.333941+00:00,,10.339022636413574,8.480000000000018,0,False
3.1,1603870480.6207783,0,76,2020-10-28 07:34:40.620789+00:00,,10.393661499023438,8.82000000000005,4,False
3.6,1603874082.2046316,0,76,2020-10-28 08:34:42.204646+00:00,,10.625879287719727,9.75,4,False
4.6,1603877685.4247718,0,71,2020-10-28 09:34:45.424793+00:00,,11.26106071472168,10.879999999999995,26,False
0.45,1603881291.0640907,0,81,2020-10-28 10:34:51.064101+00:00,,12.03283977508545,12.07000000000005,41,False
6.87,1603884894.5056722,0,80,2020-10-28 11:34:54.505692+00:00,,12.845599174499512,12.629999999999995,51,False
7.17,1603888499.6436486,0,79,2020-10-28 12:34:59.643669+00:00,,13.228074073791504,12.640000000000043,100,False
6.2,1603892101.761693,0,71,2020-10-28 13:35:01.761703+00:00,,13.234904289245605,12.550000000000011,40,False
6.7,1603895703.129245,0,62,2020-10-28 14:35:03.129266+00:00,,13.173434257507324,12.450000000000045,100,False
7.7,1603899304.65757,3.6,66,2020-10-28 15:35:04.657592+00:00,,13.105134963989258,12.170000000000016,40,False
9.3,1603902906.5177126,0,81,2020-10-28 16:35:06.517732+00:00,,12.913898468017578,8.710000000000036,75,False
3.6,1603906508.5290372,0,76,2020-10-28 17:35:08.529057+00:00,,10.550749778747559,9.379999999999995,100,False
4.1,1603910109.8359146,0,76,2020-10-28 18:35:09.835930+00:00,,11.008354187011719,8.879999999999995,20,False
5.1,1603913711.0646698,1.16,76,2020-10-28 19:35:11.064691+00:00,,10.666858673095703,9.010000000000048,85,False
6.2,1603917312.3029613,0,81,2020-10-28 20:35:12.302976+00:00,,10.755647659301758,9.080000000000041,80,False
6.7,1603920913.5052664,0,81,2020-10-28 21:35:13.505280+00:00,,10.80345630645752,8.520000000000039,60,False
0.45,1603924514.9707663,0,89,2020-10-28 22:35:14.970788+00:00,,10.420982360839844,8.400000000000034,58,False
0.89,1603928116.2134368,0,88,2020-10-28 23:35:16.213447+00:00,,10.339022636413574,8.730000000000018,63,False
0.89,1603931717.398001,0,87,2020-10-29 00:35:17.398015+00:00,,10.564409255981445,8.25,0,False
0.45,1603935318.5948205,0,88,2020-10-29 01:35:18.594835+00:00,,10.236574172973633,8.100000000000023,24,False
4.6,1603938919.7151892,0,76,2020-10-29 02:35:19.715207+00:00,,10.134125709533691,8.330000000000041,47,False
4.1,1603942520.839534,0,81,2020-10-29 03:35:20.839556+00:00,,10.291213989257812,8.680000000000007,60,False
5.1,1603946121.9893193,0,76,2020-10-29 04:35:21.989340+00:00,,10.53026008605957,9.080000000000041,68,False
4.6,1603949723.559125,0,76,2020-10-29 05:35:23.559147+00:00,,10.80345630645752,9.29000000000002,74,False
4.1,1603953325.5902464,0,76,2020-10-29 06:35:25.590269+00:00,,10.946884155273438,9.650000000000034,100,False
5.1,1603956926.8812394,0.12,76,2020-10-29 07:35:26.881260+00:00,,11.192760467529297,9.830000000000041,100,False
4.1,1603960528.0168066,1.13,76,2020-10-29 08:35:28.016828+00:00,,11.315699577331543,10.350000000000023,40,False
3.6,1603964129.1428983,1.78,81,2020-10-29 09:35:29.142921+00:00,,11.670854568481445,11.160000000000025,100,False
4.6,1603967730.3096488,1,87,2020-10-29 10:35:30.309662+00:00,,12.224077224731445,11.640000000000043,40,False
5.1,1603971331.5462933,1,87,2020-10-29 11:35:31.546314+00:00,,12.551913261413574,12.07000000000005,40,False
5.1,1603974932.7912087,0.24,87,2020-10-29 12:35:32.791222+00:00,,12.845599174499512,12.680000000000007,40,False
4.6,1603978533.9167905,0.25,87,2020-10-29 13:35:33.916811+00:00,,13.262223243713379,13.460000000000036,40,False
6.7,1603982135.0937815,0,82,2020-10-29 14:35:35.093795+00:00,,13.79495620727539,13.879999999999995,75,False
7.2,1603985945.8873274,0,82,2020-10-29 15:39:05.887346+00:00,,14.081811904907227,13.930000000000007,75,False
6.7,1603991408.759433,0,82,2020-10-29 17:10:08.759454+00:00,,14.115962028503418,13.879999999999995,75,False
6.2,1603995012.9757965,0,82,2020-10-29 18:10:12.975816+00:00,,14.081811904907227,13.990000000000009,90,False
6.7,1603998614.2155395,0,77,2020-10-29 19:10:14.215560+00:00,,14.156941413879395,14.28000000000003,75,False
7.2,1604002215.4492514,0,82,2020-10-29 20:10:15.449271+00:00,,14.355008125305176,14.439999999999998,75,False
7.2,1604005817.714683,0,77,2020-10-29 21:10:17.714703+00:00,,14.464286804199219,14.610000000000014,75,False
7.2,1604009419.6416392,0,77,2020-10-29 22:10:19.641656+00:00,,14.580395698547363,14.670000000000016,75,False
7.7,1604013020.854367,0,82,2020-10-29 23:10:20.854384+00:00,,14.62137508392334,14.550000000000011,75,False
6.7,1604016622.5257967,0,82,2020-10-30 00:10:22.525817+00:00,,14.539416313171387,14.490000000000009,75,False
7.2,1604020225.370656,0,77,2020-10-30 01:10:25.370666+00:00,,14.49843692779541,14.700000000000045,75,False
7.2,1604023829.8045113,0,77,2020-10-30 02:10:29.804532+00:00,,14.641864776611328,14.710000000000036,75,False
6.7,1604027435.145473,0,77,2020-10-30 03:10:35.145493+00:00,,14.64869499206543,14.710000000000036,75,False
7.2,1604031036.8417413,0,77,2020-10-30 04:10:36.841761+00:00,,14.64869499206543,14.650000000000034,75,False
7.7,1604034638.0673652,0,77,2020-10-30 05:10:38.067380+00:00,,14.607714653015137,14.700000000000045,75,False
7.2,1604038239.1351624,0,77,2020-10-30 06:10:39.135183+00:00,,14.641864776611328,14.760000000000048,75,False
6.47,1604041840.2413907,0,88,2020-10-30 07:10:40.241407+00:00,,14.682844161987305,14.810000000000002,100,False
5.7,1604045441.4077017,0,77,2020-10-30 08:10:41.407715+00:00,,14.716994285583496,15.150000000000034,90,False
6.7,1604049042.5324144,0,77,2020-10-30 09:10:42.532424+00:00,,14.949210166931152,15.32000000000005,90,False
7.2,1604052643.5578637,0,77,2020-10-30 10:10:43.557884+00:00,,15.065319061279297,15.54000000000002,90,False
7.2,1604056244.710886,0,82,2020-10-30 11:10:44.710896+00:00,,15.215577125549316,15.879999999999995,90,False
6.7,1604059845.7687879,0,77,2020-10-30 12:10:45.768802+00:00,,15.447793960571289,16.189999999999998,90,False
6.2,1604063446.9153428,0,77,2020-10-30 13:10:46.915360+00:00,,15.659521102905273,16.189999999999998,90,False
6.7,1604067048.287256,0,77,2020-10-30 14:10:48.287266+00:00,,15.659521102905273,15.800000000000011,90,False
5.1,1604070649.542122,0,87,2020-10-30 15:10:49.542136+00:00,,15.393155097961426,15.720000000000027,90,False
6.2,1604074250.741613,0,77,2020-10-30 16:10:50.741634+00:00,,15.338515281677246,15.689999999999998,90,False
4.6,1604077851.9147084,0,82,2020-10-30 17:10:51.914725+00:00,,15.318025588989258,15.430000000000007,90,False
5.7,1604081453.2001455,0,82,2020-10-30 18:10:53.200166+00:00,,15.140448570251465,15.32000000000005,90,False
4.6,1604085054.434729,0,82,2020-10-30 19:10:54.434747+00:00,,15.065319061279297,14.870000000000005,90,False
3.1,1604088655.6800117,0,93,2020-10-30 20:10:55.680028+00:00,,14.757972717285156,14.720000000000027,90,False
3.1,1604092256.9058511,0,87,2020-10-30 21:10:56.905872+00:00,,14.655524253845215,14.830000000000041,90,False
4.1,1604095858.1953437,0,82,2020-10-30 22:10:58.195354+00:00,,14.730653762817383,14.700000000000045,90,False
5.11,1604099459.217625,0,93,2020-10-30 23:10:59.217642+00:00,,14.641864776611328,14.260000000000048,100,False
4.1,1604103060.5039892,0,87,2020-10-31 00:11:00.504011+00:00,,14.341348648071289,14.310000000000002,75,False
5.7,1604106661.6509192,0,82,2020-10-31 01:11:01.650932+00:00,,14.37549877166748,13.879999999999995,90,False
3.6,1604110262.7071495,0,93,2020-10-31 02:11:02.707167+00:00,,14.081811904907227,13.730000000000018,90,False
3.1,1604113863.765013,0,87,2020-10-31 03:11:03.765034+00:00,,13.979363441467285,13.710000000000036,90,False
6.2,1604117465.0845652,0,82,2020-10-31 04:11:05.084575+00:00,,13.965703964233398,13.550000000000011,90,False
3.6,1604121067.3864067,0,77,2020-10-31 05:11:07.386417+00:00,,13.856425285339355,13.720000000000027,90,False
6,1604124669.1760473,0,87,2020-10-31 06:11:09.176061+00:00,,13.9725341796875,13.580000000000041,100,False
6.54,1604128270.271463,0,86,2020-10-31 07:11:10.271481+00:00,,13.876914978027344,13.640000000000043,76,False
7.16,1604131871.2759054,0,87,2020-10-31 08:11:11.275919+00:00,,13.91789436340332,14.140000000000043,83,False
